fid,sub score,from_user_id,comments_count,created_date,likes_count,shares_count,to_user,brand,AF score
2021818394720178_2253031128265569,,9,2,2018-10-07 10:17:00.000,6,0,2021818394720178,enfa,9.0
2021818394720178_2263181003917248,,53,8,2018-10-25 23:50:00.000,45,0,2021818394720178,enfa,53.0
2021818394720178_2263181003917248,,53,8,2018-10-25 23:50:00.000,45,0,2021818394720178,similac,53.0
2021818394720178_2264362253799123,,11,0,2018-10-28 00:40:00.000,11,0,2021818394720178,enfa,11.0
2021818394720178_2264362253799123,,11,0,2018-10-28 00:40:00.000,11,0,2021818394720178,similac,11.0
2021818394720178_2265297127038969,,26,3,2018-10-29 16:55:00.000,23,0,2021818394720178,similac,26.0
2021818394720178_2266632760238739,,42,5,2018-11-01 06:22:00.000,38,0,2021818394720178,enfa,42.0
2021818394720178_2266632760238739,,42,5,2018-11-01 06:22:00.000,38,0,2021818394720178,similac,42.0
2021818394720178_2266639650238050,,59,6,2018-11-01 06:41:00.000,56,0,2021818394720178,similac,59.0
2021818394720178_2266687306899951,,26,2,2018-11-01 09:24:00.000,25,0,2021818394720178,similac,26.0
2021818394720178_2267140270187988,,21,9,2018-11-02 04:52:00.000,12,0,2021818394720178,similac,21.0
2021818394720178_2267494453485903,,6,0,2018-11-02 16:41:00.000,6,0,2021818394720178,similac,6.0
2021818394720178_2270757729826242,0.0,101,3,2018-11-08 03:47:00.000,100,1,2021818394720178,similac,101.0
2021818394720178_2270786133156735,0.0,38,3,2018-11-08 04:55:00.000,35,1,2021818394720178,similac,38.0
2021818394720178_2282450621990286,,94,2,2018-11-27 17:02:00.000,94,0,2021818394720178,similac,94.0
2021818394720178_2282659655302716,,8,3,2018-11-28 01:55:00.000,8,0,2021818394720178,enfa,8.0
2021818394720178_2288735681361780,,94,3,2018-12-07 11:40:00.000,94,0,2021818394720178,enfa,94.0
2021818394720178_2288800874688594,,4,0,2018-12-07 13:36:00.000,4,0,2021818394720178,enfa,4.0
2021818394720178_2290523224516359,,9,0,2018-12-10 01:36:00.000,8,0,2021818394720178,similac,9.0
2021818394720178_2291427347759280,,13,0,2018-12-11 07:35:00.000,10,0,2021818394720178,similac,13.0
2021818394720178_2294358104132871,,9,2,2018-12-15 16:21:00.000,7,0,2021818394720178,enfa,9.0
2021818394720178_2294358104132871,,9,2,2018-12-15 16:21:00.000,7,0,2021818394720178,similac,9.0
2021818394720178_2294696377432377,,30,5,2018-12-16 05:58:00.000,26,1,2021818394720178,similac,30.0
2021818394720178_2300018410233507,,23,2,2018-12-24 05:13:00.000,21,0,2021818394720178,enfa,23.0
2021818394720178_2303939803174701,,18,3,2018-12-29 17:00:00.000,16,2,2021818394720178,similac,18.0
227853940672656_1125493434242031,,5,1,2018-11-04 09:44:00.000,4,0,227853940672656,similac,5.0
227853940672656_1133597570098284,,8,1,2018-11-12 12:21:00.000,5,0,227853940672656,similac,8.0
227853940672656_1156869914437716,5.0,285,252,2018-12-05 02:47:00.000,242,167,227853940672656,similac,290.0
227853940672656_1158173390974035,,6,0,2018-12-06 07:31:00.000,6,0,227853940672656,similac,6.0
227853940672656_1161298010661573,,3,0,2018-12-09 01:49:00.000,3,0,227853940672656,similac,3.0
227853940672656_1161345947323446,5.0,323,247,2018-12-09 02:51:00.000,244,168,227853940672656,similac,328.0
227853940672656_1162740253850682,,13,1,2018-12-10 09:20:00.000,7,0,227853940672656,similac,13.0
227853940672656_1163997080391666,0.0,299,3,2018-12-11 10:08:00.000,252,1,227853940672656,similac,299.0
227853940672656_1164935070297867,,7,0,2018-12-12 02:40:00.000,7,0,227853940672656,similac,7.0
227853940672656_1165156426942398,,46,8,2018-12-12 07:57:00.000,41,0,227853940672656,similac,46.0
227853940672656_1166233156834725,1.0,321,260,2018-12-13 08:18:00.000,246,159,227853940672656,similac,322.0
227853940672656_1168240166634024,,6,1,2018-12-15 11:00:00.000,4,0,227853940672656,similac,6.0
227853940672656_1169328569858517,,5,2,2018-12-16 04:00:00.000,3,0,227853940672656,similac,5.0
227853940672656_1171829949608379,,5,3,2018-12-18 10:24:00.000,3,0,227853940672656,similac,5.0
228943997556127_542738209510036,,2,1,2018-10-02 03:27:00.000,1,0,228943997556127,similac,2.0
228943997556127_542739379509919,,3,0,2018-10-02 03:29:00.000,3,0,228943997556127,similac,3.0
228943997556127_571670626616794,,5,0,2018-12-01 04:03:00.000,5,0,228943997556127,similac,5.0
232461687250900_485861778577555,,6,2,2018-10-05 15:00:00.000,4,0,232461687250900,nan,6.0
232461687250900_486902518473481,,3,1,2018-10-07 02:00:00.000,2,0,232461687250900,nan,3.0
232461687250900_488436751653391,,2,1,2018-10-10 04:00:00.000,1,0,232461687250900,nan,2.0
232461687250900_488437394986660,,3,0,2018-10-10 05:00:00.000,3,0,232461687250900,nan,3.0
232461687250900_489783658185367,,4,0,2018-10-13 08:30:00.000,4,0,232461687250900,nan,4.0
232461687250900_489784031518663,,5,1,2018-10-13 11:30:00.000,4,1,232461687250900,nan,5.0
232461687250900_490801308083602,,4,0,2018-10-15 12:48:46.314,4,0,232461687250900,nan,4.0
232461687250900_497677084062691,,10,10,2018-10-30 05:00:00.000,3,0,232461687250900,nan,10.0
232461687250900_502613893569010,,3,1,2018-11-09 10:00:00.000,2,1,232461687250900,nan,3.0
232461687250900_503056890191377,,3,1,2018-11-10 09:00:00.000,1,0,232461687250900,nan,3.0
232461687250900_503633893467010,,4,0,2018-11-11 09:00:00.000,4,0,232461687250900,nan,4.0
232461687250900_511004876063245,,6,2,2018-11-25 10:00:00.000,3,0,232461687250900,nan,6.0
232461687250900_513765085787224,,6,0,2018-11-30 12:00:00.000,6,0,232461687250900,nan,6.0
232461687250900_514192929077773,,6,4,2018-12-01 03:00:00.000,2,0,232461687250900,nan,6.0
232461687250900_515267308970335,,3,1,2018-12-03 03:00:00.000,2,0,232461687250900,nan,3.0
232461687250900_515797062250693,,6,0,2018-12-04 04:00:00.000,6,0,232461687250900,nan,6.0
232461687250900_518948005268932,,2,0,2018-12-09 13:00:00.000,2,0,232461687250900,nan,2.0
232461687250900_518972365266496,,4,1,2018-12-09 14:00:00.000,3,0,232461687250900,nan,4.0
232461687250900_523050764858656,,3,0,2018-12-16 03:00:00.000,3,0,232461687250900,nan,3.0
232461687250900_528105454353187,,8,3,2018-12-25 05:00:00.000,4,0,232461687250900,nan,8.0
232461687250900_529229154240817,,7,3,2018-12-27 05:00:00.000,5,0,232461687250900,nan,7.0
232461687250900_530455310784868,,9,4,2018-12-29 05:00:00.000,5,0,232461687250900,nan,9.0
245796775505303_1964745263610437,,19,6,2018-11-13 07:34:00.000,13,0,245796775505303,enfa,19.0
245796775505303_1966096516808645,,13,3,2018-11-14 10:50:08.607,10,0,245796775505303,nan,13.0
245796775505303_2025892294162400,2.0,145,137,2018-12-25 17:00:00.000,143,116,245796775505303,enfa,147.0
249295085540_10161016692250541,0.0,4557,261,2018-10-05 04:12:00.000,4520,138,249295085540,similac,4557.0
285757994777549_1913987642001780,0.0,183,577,2018-10-31 04:13:00.000,123,970,285757994777549,similac,183.0
285757994777549_2203977259622270,0.0,12,1,2018-11-02 02:54:00.000,10,1,285757994777549,friso,12.0
285757994777549_2240729012613761,0.0,13,3,2018-11-27 07:46:00.000,9,2,285757994777549,similac,13.0
285757994777549_2276973402322655,,16,2,2018-12-21 09:55:00.000,12,1,285757994777549,nan,16.0
318092495364075_526516924521630,,1,0,2018-11-30 06:01:00.000,1,0,318092495364075,similac,1.0
332042093538446_2040660839343221,0.0,2106,7,2018-12-22 08:45:00.000,2107,2,332042093538446,nan,2106.0
332042093538446_2040705166005455,,18,1,2018-12-22 13:45:00.000,17,1,332042093538446,nan,18.0
332042093538446_2040727276003244,0.0,30,0,2018-12-23 00:15:00.000,24,12,332042093538446,nan,30.0
332042093538446_2040729122669726,0.0,17,1,2018-12-23 04:45:00.000,15,2,332042093538446,nan,17.0
332042093538446_2040739796001992,0.0,25,2,2018-12-23 08:15:00.000,17,6,332042093538446,nan,25.0
332042093538446_2043045275771444,0.0,305,17,2018-12-23 23:20:00.000,234,115,332042093538446,similac,305.0
386981281345063_1990935734282935,0.0,1879,93,2018-10-12 09:07:00.000,1786,44,386981281345063,friso,1879.0
386981281345063_2009726985737143,0.0,912,52,2018-10-26 06:15:00.000,828,67,386981281345063,friso,912.0
386981281345063_2024254144284427,0.0,1273,215,2018-11-01 12:00:00.000,1133,32,386981281345063,friso,1273.0
400564340152929_1002180309991326,,65,19,2018-12-27 05:00:00.000,57,0,400564340152929,nan,65.0
400564340152929_993926320816725,0.0,33,4,2018-12-13 07:56:00.000,30,2,400564340152929,nan,33.0
400564340152929_997337497142274,,30,4,2018-12-19 09:01:00.000,27,1,400564340152929,nan,30.0
429300583784286_1485073151540352,,45,5,2018-12-10 04:41:00.000,30,2,429300583784286,enfa,45.0
429300583784286_1869236919790638,0.0,175,94,2018-10-01 13:00:00.000,144,12,429300583784286,enfa,175.0
429300583784286_1871375566243440,0.0,56,9,2018-10-01 03:49:00.000,49,2,429300583784286,enfa,56.0
429300583784286_1876722129042117,0.0,38,2,2018-10-03 13:09:32.471,36,2,429300583784286,enfa,38.0
429300583784286_1876724685708528,,56,1,2018-10-03 12:09:32.476,54,0,429300583784286,enfa,56.0
429300583784286_1880564215324575,0.0,80,4,2018-10-06 14:00:00.000,76,5,429300583784286,enfa,80.0
429300583784286_1883801035000893,0.0,600,46,2018-10-08 13:00:00.000,538,48,429300583784286,enfa,600.0
429300583784286_1884039251643738,0.0,130,65,2018-10-16 13:00:00.000,99,4,429300583784286,enfa,130.0
429300583784286_1886919128022417,0.0,80,41,2018-10-12 01:42:00.000,73,4,429300583784286,enfa,80.0
429300583784286_1889739754407021,,71,25,2018-10-12 13:00:00.000,61,1,429300583784286,enfa,71.0
429300583784286_1892181904162806,0.0,50,11,2018-10-14 03:22:00.000,44,3,429300583784286,enfa,50.0
429300583784286_1897915950256068,0.0,891,9,2018-10-18 13:00:00.000,879,19,429300583784286,enfa,891.0
429300583784286_1899346403446356,0.0,169,49,2018-10-20 01:00:00.000,139,96,429300583784286,enfa,169.0
429300583784286_1899351306779199,0.0,164,9,2018-10-23 13:00:00.000,156,8,429300583784286,enfa,164.0
429300583784286_1899372233443773,0.0,62,10,2018-10-20 16:41:00.000,43,18,429300583784286,enfa,62.0
429300583784286_1907565119291151,0.0,150,42,2018-10-28 13:00:00.000,132,2,429300583784286,enfa,150.0
429300583784286_1907603229287340,1.0,545,53,2018-10-25 12:42:00.000,531,30,429300583784286,enfa,546.0
429300583784286_1908757732505223,0.0,104,39,2018-10-27 10:11:00.000,99,2,429300583784286,enfa,104.0
429300583784286_1916956235018706,0.0,1638,16,2018-10-31 13:00:00.000,1634,5,429300583784286,enfa,1638.0
429300583784286_1920635194650810,0.0,725,32,2018-11-02 13:00:00.000,715,3,429300583784286,enfa,725.0
429300583784286_1920652601315736,2.0,637,490,2018-11-05 13:00:00.000,533,552,429300583784286,enfa,639.0
429300583784286_1922305921150404,0.0,39,1,2018-11-02 13:00:00.000,38,4,429300583784286,enfa,39.0
429300583784286_1926380600742936,0.0,69,17,2018-11-05 13:18:00.000,60,12,429300583784286,enfa,69.0
429300583784286_1927101010708977,0.0,964,570,2018-11-09 04:17:00.000,868,251,429300583784286,enfa,964.0
429300583784286_1937520109628985,0.0,456,345,2018-11-13 13:05:00.000,395,364,429300583784286,enfa,456.0
429300583784286_1948819288499067,,57,12,2018-11-21 12:43:00.000,49,2,429300583784286,enfa,57.0
429300583784286_1956850197695976,0.0,108,49,2018-11-27 03:14:00.000,74,3,429300583784286,enfa,108.0
429300583784286_1966607346720261,0.0,133,74,2018-12-03 13:00:00.000,87,7,429300583784286,enfa,133.0
429300583784286_1967780929936236,509.0,55,4,2018-12-04 04:04:00.000,49,4,429300583784286,enfa,564.0
429300583784286_1968197419894587,0.0,300,4,2018-12-05 10:28:00.000,289,16,429300583784286,enfa,300.0
429300583784286_1971171582930504,0.0,754,41,2018-12-06 11:00:00.000,718,19,429300583784286,enfa,754.0
429300583784286_1993028460744816,0.0,65,10,2018-12-22 17:21:00.000,59,4,429300583784286,enfa,65.0
429300583784286_1993073914073604,5.0,719,514,2018-12-22 13:00:00.000,676,513,429300583784286,enfa,724.0
429300583784286_2000182023362793,0.0,115,15,2018-12-26 17:00:00.000,104,4,429300583784286,enfa,115.0
429300583784286_2003082779739384,0.0,167,2,2018-12-27 17:00:00.000,158,11,429300583784286,enfa,167.0
429300583784286_2006949912686004,0.0,45,8,2018-12-30 17:00:00.000,39,3,429300583784286,enfa,45.0
429300583784286_2947480755278242,0.0,919,940,2018-12-10 04:34:00.000,582,349,429300583784286,enfa,919.0
429300583784286_307597246738356,0.0,893,2858,2018-10-27 05:09:00.000,690,736,429300583784286,enfa,893.0
429300583784286_535347940261736,1.0,494,388,2018-10-13 13:05:00.000,422,392,429300583784286,enfa,495.0
429300583784286_671146769952529,2.0,802,2442,2018-10-11 06:13:00.000,646,715,429300583784286,enfa,804.0
458190347605268_1956391467785141,0.0,4410,37,2018-11-03 14:53:00.000,7323,3,458190347605268,similac,4410.0
458190347605268_2017254258365528,0.0,1279,28,2018-12-15 05:07:00.000,1161,9,458190347605268,nan,1279.0
497681210270345_2121821111189672,0.0,87,9,2018-11-21 08:00:00.000,79,21,497681210270345,nan,87.0
518642984983091_1037290149785036,,2,0,2018-10-08 01:46:00.000,2,1,518642984983091,enfa,2.0
518642984983091_1038568449657206,0.0,2,0,2018-10-10 09:00:00.000,1,1,518642984983091,similac,2.0
558702127594646_1391813944283456,,158,3,2018-10-03 09:02:20.616,153,0,558702127594646,nan,158.0
558702127594646_1393472727450911,,25,19,2018-10-06 04:55:00.000,16,0,558702127594646,similac,25.0
558702127594646_1394156394049211,,14,12,2018-10-07 06:30:00.000,13,0,558702127594646,friso,14.0
558702127594646_1394647217333462,,16,8,2018-10-08 04:00:00.000,8,1,558702127594646,friso,16.0
558702127594646_1395293183935532,,6,1,2018-10-09 04:30:00.000,5,0,558702127594646,similac,6.0
558702127594646_1395374733927377,,7,4,2018-10-09 05:55:00.000,4,1,558702127594646,friso,7.0
558702127594646_1397742440357273,,25,15,2018-10-13 06:40:00.000,12,0,558702127594646,nan,25.0
558702127594646_1405468682917982,,12,2,2018-10-25 07:00:00.000,10,1,558702127594646,nan,12.0
558702127594646_1407100409421476,,25,19,2018-10-28 04:45:00.000,20,0,558702127594646,similac,25.0
558702127594646_1411988048932712,,7,3,2018-11-04 07:30:00.000,3,0,558702127594646,nan,7.0
558702127594646_1423918434406340,,17,6,2018-11-21 06:11:00.000,11,0,558702127594646,nan,17.0
558702127594646_1428315180633332,,22,7,2018-11-27 06:01:00.000,14,0,558702127594646,nan,22.0
558702127594646_1437660166365500,,13,12,2018-12-10 03:00:00.000,13,1,558702127594646,similac,13.0
558702127594646_1437710043027179,0.0,24,10,2018-12-24 07:45:00.000,14,1,558702127594646,similac,24.0
558702127594646_1438228222975361,,17,4,2018-12-10 07:25:00.000,8,0,558702127594646,nan,17.0
558702127594646_1438228222975361,,17,4,2018-12-10 07:25:00.000,8,0,558702127594646,similac,17.0
558702127594646_1440134249451425,,19,14,2018-12-12 07:42:00.000,17,0,558702127594646,similac,19.0
558702127594646_1440845609380289,,14,5,2018-12-14 04:30:00.000,8,0,558702127594646,friso,14.0
684600531_10160861463760532,,2676,9,2018-11-03 03:11:00.000,2683,2,684600531,similac,2676.0
684600531_10160873702540532,0.0,588,11,2018-11-06 15:06:00.000,584,1,684600531,similac,588.0
709322632_10155651814232633,,1264,11,2018-11-03 14:29:00.000,1326,0,709322632,similac,1264.0
709322632_10155669837772633,,2301,7,2018-11-13 04:25:00.000,2353,0,709322632,similac,2301.0
823149677701937_2503559452994276,,11,2,2018-10-18 13:45:00.000,10,0,823149677701937,nan,11.0
934843353261264_2052612411484347,0.0,2,1,2018-12-12 03:43:00.000,1,7,934843353261264,similac,2.0
934843353261264_2052725648139690,0.0,3,0,2018-12-12 05:47:00.000,2,7,934843353261264,similac,3.0
934843353261264_2052892808122974,0.0,2,0,2018-12-12 09:04:00.000,1,7,934843353261264,similac,2.0
934843353261264_2053061764772745,0.0,3,0,2018-12-12 11:49:00.000,2,7,934843353261264,similac,3.0
934843353261264_2053187971426791,0.0,2,1,2018-12-12 13:37:00.000,0,7,934843353261264,similac,2.0
934843353261264_2053917724687149,0.0,93,2,2018-12-13 01:41:00.000,92,6,934843353261264,similac,93.0
934843353261264_2054134267998828,0.0,4,0,2018-12-13 05:56:00.000,3,6,934843353261264,similac,4.0
934843353261264_2054224227989832,0.0,3,0,2018-12-13 08:03:00.000,1,6,934843353261264,similac,3.0
934843353261264_2054323557979899,0.0,3,0,2018-12-13 09:59:00.000,2,6,934843353261264,similac,3.0
934843353261264_2054349087977346,0.0,3,0,2018-12-13 11:10:00.000,1,6,934843353261264,similac,3.0
934843353261264_2054531921292396,0.0,3,0,2018-12-13 13:37:00.000,2,6,934843353261264,similac,3.0
934843353261264_2055291437883111,0.0,4,0,2018-12-14 02:59:00.000,3,6,934843353261264,similac,4.0
934843353261264_2055445944534327,0.0,4,0,2018-12-14 06:18:00.000,3,6,934843353261264,similac,4.0
934843353261264_2055555077856747,0.0,3,0,2018-12-14 08:46:00.000,2,6,934843353261264,similac,3.0
934843353261264_2055670337845221,0.0,3,0,2018-12-14 10:50:00.000,2,6,934843353261264,similac,3.0
934843353261264_2055860091159579,0.0,3,0,2018-12-14 13:41:00.000,2,5,934843353261264,similac,3.0
934843353261264_2056634974415424,0.0,2,0,2018-12-15 02:26:00.000,1,8,934843353261264,similac,2.0
934843353261264_2056638364415085,0.0,2,0,2018-12-15 04:00:00.000,1,8,934843353261264,similac,2.0
934843353261264_2056873391058249,0.0,2,0,2018-12-15 06:57:00.000,0,8,934843353261264,similac,2.0
934843353261264_2056923074386614,0.0,2,0,2018-12-15 07:58:00.000,1,7,934843353261264,similac,2.0
934843353261264_2058072137605041,0.0,3,1,2018-12-16 03:25:00.000,0,7,934843353261264,similac,3.0
934843353261264_2058271257585129,0.0,2,0,2018-12-16 06:54:00.000,1,7,934843353261264,similac,2.0
934843353261264_2058393967572858,0.0,2,0,2018-12-16 09:24:00.000,1,7,934843353261264,similac,2.0
934843353261264_2058476924231229,0.0,2,0,2018-12-16 10:55:00.000,0,7,934843353261264,similac,2.0
934843353261264_2058648580880730,0.0,2,0,2018-12-16 14:19:27.602,0,8,934843353261264,similac,2.0
934843353261264_2059431680802420,0.0,3,0,2018-12-17 02:23:00.000,1,6,934843353261264,similac,3.0
934843353261264_2059692177443037,0.0,2,0,2018-12-17 06:56:00.000,1,6,934843353261264,similac,2.0
934843353261264_2059797350765853,0.0,2,0,2018-12-17 09:07:00.000,1,6,934843353261264,similac,2.0
934843353261264_2059886490756939,0.0,4,0,2018-12-17 10:48:00.000,2,7,934843353261264,similac,4.0
934843353261264_2060045147407740,0.0,2,0,2018-12-17 13:22:00.000,1,7,934843353261264,similac,2.0
934843353261264_2060994997312755,0.0,1,0,2018-12-18 05:08:00.000,0,6,934843353261264,similac,1.0
934843353261264_2061135350632053,0.0,1,0,2018-12-18 07:52:00.000,0,6,934843353261264,similac,1.0
934843353261264_2061246003954321,0.0,2,0,2018-12-18 09:53:00.000,1,6,934843353261264,similac,2.0
934843353261264_2061432920602296,,1,0,2018-12-18 12:42:00.000,1,0,934843353261264,similac,1.0
934843353261264_2061502463928675,0.0,2,0,2018-12-18 13:33:00.000,1,6,934843353261264,similac,2.0
934843353261264_2062333627178892,0.0,1,0,2018-12-19 03:29:00.000,0,6,934843353261264,similac,1.0
934843353261264_2062543317157923,0.0,2,0,2018-12-19 07:50:00.000,1,6,934843353261264,similac,2.0
934843353261264_2062649307147324,0.0,2,0,2018-12-19 10:20:28.574,1,6,934843353261264,similac,2.0
934843353261264_2062731197139135,0.0,1,0,2018-12-19 11:19:58.215,0,6,934843353261264,similac,1.0
934843353261264_2062858730459715,0.0,1,0,2018-12-19 13:19:58.213,0,6,934843353261264,similac,1.0
934843353261264_2065253703553551,0.0,2,2,2018-12-21 06:39:00.000,1,7,934843353261264,similac,2.0
934843353261264_2065413796870875,0.0,3,0,2018-12-21 09:57:00.000,2,7,934843353261264,similac,3.0
934843353261264_2065705943508327,0.0,2,0,2018-12-21 14:20:00.000,1,7,934843353261264,similac,2.0
934843353261264_2065764546835800,0.0,3,0,2018-12-21 15:11:00.000,1,8,934843353261264,similac,3.0
934843353261264_2066602160085372,0.0,2,0,2018-12-22 05:46:00.000,1,7,934843353261264,similac,2.0
934843353261264_2066750163403905,0.0,3,0,2018-12-22 08:49:00.000,2,7,934843353261264,similac,3.0
934843353261264_2066845240061064,0.0,2,0,2018-12-22 10:46:00.000,1,7,934843353261264,similac,2.0
934843353261264_2067115660034022,0.0,2,0,2018-12-22 14:52:00.000,1,7,934843353261264,similac,2.0
934843353261264_2068047839940804,0.0,1,0,2018-12-23 07:51:00.000,0,7,934843353261264,similac,1.0
934843353261264_2068163419929246,0.0,1,0,2018-12-23 10:04:00.000,0,7,934843353261264,similac,1.0
934843353261264_2068272903251631,0.0,4,0,2018-12-23 11:50:00.000,3,7,934843353261264,similac,4.0
934843353261264_2069317093147212,0.0,1,0,2018-12-24 06:17:00.000,0,7,934843353261264,similac,1.0
934843353261264_2069494233129498,0.0,1,0,2018-12-24 10:29:55.565,0,7,934843353261264,similac,1.0
934843353261264_2069639516448303,0.0,1,0,2018-12-24 12:29:55.561,0,7,934843353261264,similac,1.0
934843353261264_2069839696428285,0.0,1,0,2018-12-24 15:29:55.559,0,7,934843353261264,similac,1.0
934843353261264_353825645353341,,3,0,2018-11-10 11:20:00.000,3,0,934843353261264,similac,3.0
